,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
31846,https://washingtondc.craigslist.org/mld/apa/d/rockville-detached-home-in-heart-of/7048133767.html,"washington, DC",2100,house,1480,3,2.5,0,1,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00L0L_8AeKpaLcZWj_600x450.jpg,"LOCATION!!! LOCATION!!! LOCATION!!!!       7 Minute walk to the red line Rockville metro station and MARC train.  12 Minute walk to the Rockville Town Center w/ restaurants, shops, library and movie theater and more. Easy access to 270 and walking distance to Rockville Pike/355  Located in the heart of Rockville and walking distance to grocery stores, shops, entertainment, HUGE variety of restaurants (Chinese, Thai, Indian, Italian, Irish, American, Japanese, Greek, Lebanese, Peruvian, Korean, Spanish, etc.), gyms, etc.   3 Bedroom (1 Master suite with HUGE walk-in closet), 2 full bath, 1 half bath on 1/4 acre of fenced in land. Brand new carpeting and newer appliances. Spacious paved driveway. NOTE: Does not have Air Conditioning.  *Non-smokers.  Prior to signing any Lease agreement, requested information may include: last two paystubs, letter of job verification from your HR, a copy of current credit report, and references from past housing.",39.0806,-77.1392,dc
31847,https://washingtondc.craigslist.org/mld/apa/d/washington-rooftop-pool-professionally/7049792844.html,"washington, DC",2180,apartment,893,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/01111_ddDfDudFIRR_600x450.jpg,"VIEW OUR WEBSITE:  http://www.highlandhouseapts.net  Highland House luxury apartments feature a rooftop pool with spectacular views, and a landscaped courtyard afford you with not just a home, but a lifestyle. Call or visit today!  This one bedroom one bathroom apartment features a fully equipped eat-in kitchen, entry closet, linen closet, walk-in closet, and a private patio/balcony!  This apartment requires a $250 deposit.  Highland House, managed by Polinger Company 5480 Wisconsin Avenue Chevy Chase, MD 20815  show contact info     [#6988294]",38.9634,-77.0873,dc
31848,https://washingtondc.craigslist.org/nva/apa/d/alexandria-new-year-new-special-lease/7049779639.html,"washington, DC",1659,apartment,1040,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00G0G_bVvcGDVpS1S_600x450.jpg,"Call Now -  show contact info  x 51 This is a 2 Bedroom, 1 Bath, approximately 1040 Sq. Ft.  Be at the center of it all at Newport Village, located conveniently in Alexandria with Washington DC just a short commute away by car or metro. Restaurants, shopping and entertainment aplenty are at your fingertips. Find the right fit from our one-, two- and three bedroom apartment homes. Spending the day at home? Refresh at the pool, reenergize in the gym, or take fido for some fetch in the dog park! Make your home with us by scheduling an appointment today.  Features: Washer and dryer*, Dishwasher, Separate dining room, Walk-in closets, Balcony or patio, Ceramic tile baths*, Central air conditioning, Private entrance*, Self-cleaning gas range*, Fully-equipped kitchen  **Not all amenities available for every floor plan *Premium item Community Amenities: Breakfast bar, Wood plank flooring, 24-hour business center, Den/ office, On-site laundry, Playground, 24-hour package pickup, Courtesy patrol, Granite countertops, Wag! Preferred Partner, Dog park, Short term leases available, Dark maple cabinets, Swimming pool, Furnished apartments available, Picnic area, Gas stove, Walk-in closet, Stainless steel appliances, Pet friendly, On-site parking, Controlled access, BBQ grills, Patio/ balcony, Washer and dryer, Ceiling fan, 24-hour fitness center  Pet Policy: Pet friendlyDogs that are purebreds of mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pitbull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. Use this link for more info:http://www.aptsview.com/rr421hEqual Housing Opportunity gIy8uxXDTi5",38.832,-77.12,dc
31849,https://washingtondc.craigslist.org/mld/apa/d/washington-renovated-single-family/7049748142.html,"washington, DC",2500,house,2000,4,2.0,0,0,1,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00r0r_9b7axkVknJx_600x450.jpg,"This is a four bedrooms and two bathrooms house for rent. Laundry room is in the kitchen. Pictures are provide by request only. It locates near Prince George plaza metro ( half mile away), 3 miles from UMD,  organic Moms, banks, convenient store. UM shuttle bus locates at the corner of the house. The house has four cars off street parking on the side. The house is furnished so you donât have to bring anything if you are students or professors that looking for the place to stay near UMD. The price is $2500 include utilities, internet and cable. If you are interesting please contact me at show contact info",38.9017,-76.9498,dc
31850,https://washingtondc.craigslist.org/nva/apa/d/arlington-leasing-now-close-to-downtown/7049792640.html,"washington, DC",2559,apartment,1442,2,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,https://images.craigslist.org/01111_7vi7vS3u3gR_600x450.jpg,"Crystal Plaza, managed by Gates Hudson 2111 Jefferson Davis Hwy. Arlington, VA 22202  show contact info   VIEW OUR WEBSITE:  https://www.crystalplazaapartments.com/floorplans  Our beautiful community is located in the heart of Crystal City just minutes from downtown DC, the Pentagon and Old Town Alexandria!    Over 1400 square feet of spacious living space. Two great sized bedrooms, two full baths, new carpet, extra closet space, and a great eat-in kitchen with separate dinning room.   Monday 8:30am - 5:30pm Tuesday 8:30am - 7:00pm Wednesday 8:30am - 7:00pm Thursday 8:30am - 7:00pm Friday 8:30am - 5:30pm Saturday 8:30am - 5:30pm Sunday 11:00am - 5:00pm    Community Features * Controlled Access * Easy Freeway Access * Sun Deck * Yoga Lounge * Minutes from Restaurants, Shopping, and Much More * Gaming Area * Fitness Studio * Guest Parking * Elevator * Reserved Parking * Bike Racks * Green Recycling Center * Pet Salon * Garage Parking * Concierge Service * Bark Park * Landscaped Courtyards * Swimming Pool * Package Acceptance * Outdoor Grill Area * Community Lounge * Short or Long Term Lease Available * Disability Access * Putting Green * E-Lounge * Corporate Housing * Multi Function Study Rooms with Copier and Computers * $0 deposit! Terms & conditions apply * Extra Storage * Billiards * Easy Access to Public Transportation * Roof Deck * Professionally Managed * Laundry Care Center * Foosball * WiFi Access * After-Hours Emergency Maintenance  [#7007201]",38.8553,-77.0515,dc
31851,https://washingtondc.craigslist.org/nva/apa/d/arlington-call-for-details-pet-friendly/7049792554.html,"washington, DC",3018,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00808_6PZyyAzrMME_600x450.jpg,"Enjoy Rosslyn Heights' amenities such as our community clubhouse with Cyber CafÃ©, fitness center, seasonal swimming pool, a picnic area and business center all to help you relax and rejuvenate!   This apartment features the convenience of a full size washer and dryer in the unit.   Rosslyn Heights, managed by Gates Hudson 1804 Quinn Street Arlington, VA 22209  show contact info   VIEW OUR WEBSITE:  https://www.rosslynheights.com/floorplans    [#7006975]",38.895,-77.0789,dc
31852,https://washingtondc.craigslist.org/mld/apa/d/rockville-incredible-amenities-smoke/7049792317.html,"washington, DC",1975,apartment,1066,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00t0t_4I6bAi7YnoH_600x450.jpg,"The Terano, managed by JBG SMITH 5720 Fishers Lane Rockville, MD 20852  show contact info   Discover real life in every direction at The Terano. With an expansive list of luxury amenities both inside and out we are sure to have everything you need to call The Terano home! Call for more details!  This two bedroom two bathroom apartment features a fully equipped kitchen with a pantry and island, coat closet, washer/dryer, walk-in closet, and a private patio/balcony on select floors!   VIEW OUR WEBSITE:  http://www.liveattheterano.com/?utm_source=BakeExtraCookies&utm_medium=CraiglistPost  Monday 9:00am - 6:00pm Tuesday 9:00am - 6:00pm Wednesday 11:00am - 6:00pm Thursday 9:00am - 6:00pm Friday 9:00am - 6:00pm Saturday 10:00am - 5:00pm Sunday 12:00pm - 5:00pm  Apartment Features * Fireplace * Washer and Dryer in unit * Energy Star Appliances * Central Heat and Air * Disposal * Pre-wired for internet and cable * Private Patio or Private Balcony (on select apartments) * Dishwasher * Air Conditioning * Microwave * Refrigerator * Granite Countertops * Wood-Like Floors    Community Features * Yoga Lounge * Smoke Free Community * Minutes from Restaurants, Shopping, and Much More * Billiards * Extra Storage * Bike Racks * Swimming Pool * Short Term Lease Available * Easy Freeway Access * Green Recycling Center * Outdoor Grill Area * Fitness Studio * Community Lounge * Professionally Managed * We are a LEED Certified Community * Community Kitchen * Garage Parking * Foosball * WiFi Access * Sun Deck * Bark Park * Controlled Access * Easy Access to Public Transportation  [#7007452]",39.0625,-77.1171,dc
31853,https://washingtondc.craigslist.org/mld/apa/d/southern-md-facility-perfect-location/7049792440.html,"washington, DC",1643,apartment,1260,3,2.0,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00T0T_cICTkQbwuLn_600x450.jpg,"Foxfire, managed by Panco Management 8737 Contee Road Laurel, MD 20708  show contact info   It's a Wonderful Life at Foxfire! Call today!  Lease this three bedroom two bathroom apartment today!   VIEW OUR WEBSITE:  https://foxfireapts.net  Apartment Features * Disposal * Linen Closet * Walk-in Closet * Stainless Steel Appliances * Private Patio or Private Balcony (on select apartments) * Vertical Blinds * Window Coverings * Central Heat and Air * Pre-wired for internet and cable    Community Features * WiFi Access * Affordable Housing * Renters Insurance is Required * Laundry Care Center * Short or Long Term Lease Available * Some Utilities Included * Landscaped Courtyards * Minutes from Restaurants, Shopping, and Much More * Professionally Managed * Car Wash Area * Tennis Court * Playground * Our prices can change daily, price listed is based on today's availability. Call for details. * We are a social community! Find our Yelp, Facebook or Twitter page online.  * Easy Access to Public Transportation * Package Acceptance * Sun Deck * Easy Freeway Access * Swimming Pool * Outdoor Grill Area * After-Hours Emergency Maintenance  [#7007362]",39.0708,-76.8535,dc
31854,https://washingtondc.craigslist.org/nva/apa/d/alexandria-call-for-details-sparkling/7049792383.html,"washington, DC",1824,apartment,1100,2,2.0,1,1,0,0,0,0,laundry in bldg,,https://images.craigslist.org/00A0A_6WHb6M305Yw_600x450.jpg,"Key Towers offers convenient commuter access to Routes 95, 395, 495, 236, 7, and 50 - plus National Airport. Call or visit for a tour!  This two bedroom two bathroom apartment features a fully equipped kitchen. This unit also features an entry closet, and wood flooring!   Key Towers, managed by Gates Hudson 6060 Tower Ct Alexandria, VA 22304  show contact info   VIEW OUR WEBSITE:  https://www.keytowers.com/floorplans  Monday 8:30am - 5:30pm Tuesday 8:30am - 5:30pm Wednesday 8:30am - 5:30pm Thursday 8:30am - 5:30pm Friday 8:30am - 5:30pm Saturday 8:30am - 5:30pm Sunday 11:00am - 5:00pm  Apartment Features * Refrigerator * Disposal * Air Conditioning * Linen Closet * Dishwasher * Wood-Like Floors * Central Heat and Air * Pre-wired for internet and cable    [#7007506]",38.8145,-77.1382,dc
31855,https://washingtondc.craigslist.org/nva/apa/d/vienna-convenient-location-yoga-studio/7049660515.html,"washington, DC",2583,apartment,697,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00i0i_b9vp2nRllwY_600x450.jpg,"Bolden is the perfect location for your new home. With onsite retail and a great location we have anything you need right here at home. Call now for leasing details!  This one bedroom one bathroom apartment features a fully equipped kitchen with stainless steel appliances, pantry, and island with seating. This unit also features an entry closet, washer/dryer, walk-in bedroom closet, and a balcony!   VIEW OUR WEBSITE:  http://www.boldenrise.com  Bolden, managed by Kettler Management 8305 Greensboro Drive Tysons, VA 22102  show contact info     [#7005968]",38.9246,-77.2333,dc
31856,https://washingtondc.craigslist.org/mld/apa/d/washington-clothing-care-center-come/7049792275.html,"washington, DC",1929,apartment,791,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00d0d_6DNGDK18zk4_600x450.jpg,"VIEW OUR WEBSITE:  http://www.highlandhouseapts.net  Highland House, managed by Polinger Company 5480 Wisconsin Avenue Chevy Chase, MD 20815  show contact info   Lease today at Highland House in Chevy Chase, MD. Our luxury apartments feature gourmet kitchens with beautiful granite countertops. We have all of the amenities your looking for in a new home. Call or a tour!  This one bedroom one bathroom apartment features a fully equipped eat-in kitchen, entry and linen closets, walk-in closet, and a private patio/balcony! This apartment requires a $500 deposit.  Monday 9:00am - 5:30pm Tuesday 9:30am - 5:30pm Wednesday 9:00am - 5:30pm Thursday 9:00am - 5:30pm Friday 9:00am - 5:30pm Saturday 10:00am - 4:00pm  Apartment Features * Dishwasher * Granite Countertops * Private Patio or Private Balcony (on select apartments) * Stainless Steel Appliances * Disposal * Window Coverings * Extra Storage * Furnished or Unfurnished * Electric Stove * Private Balcony * Breakfast Bar * Vertical Blinds * GE Appliances * Roommate Friendly Floor Plan * Microwave * Refrigerator, Microwave, Dishwasher & Gas Stove * Walk-in Closet * Air Conditioning * Energy Star Appliances * Kenmore Appliances * Pantry * Furnished Options Available, Call for Pricing * Gas Stove    [#6989376]",38.9634,-77.0873,dc
31857,https://washingtondc.craigslist.org/mld/apa/d/southern-md-facility-fitness-center/7048469765.html,"washington, DC",2045,apartment,1150,3,2.0,1,1,0,0,0,0,laundry on site,,https://images.craigslist.org/00808_1Lk6YUfvDI5_600x450.jpg,"Easy access to public transportation, Pet friendly,   Stevens Walk combines comfortable appeal with spaciousness and modern touches. Our large and bright apartment homes offer a charming cozy appeal and feature stainless steel appliances*, plank flooring* or carpet and plenty of natural light. If you are looking for outdoor living space, many of our residences also feature a patio or balcony. For your convenience, gas heat and cooking, water and trash service are included in the rent. Nestled in a residential neighborhood, Stevens Walk is truly a rare gem. We offer the quiet and peaceful setting you are searching for. Our convenient location puts you within steps of the Capital Beltway, Metro Rail and two bus routes. Located within walking distance of shopping, dining, USDA and UMD. Come experience our great community for yourself and enjoy a personal tour of all it has to offer. *in select apartments CALL NOW FOR YOUR BEST DEAL  -Laundry Facility -Reserved Parking Available -Â½ mile to 495 -Dishwasher -Stainless Steel Appliances -Business Center -Plush Wall-to-Wall Carpet -Pet Friendly -Ceiling Fan -Separate Dining Area -Carpeted -Heat Included -Special rate offer for Military and Govât Employees -Private Balcony -Night Patrol -Close to Schools -Cable Ready -Planked Flooring (in select apts)  Call:  show contact info",39.0286,-76.9195,dc
31858,https://washingtondc.craigslist.org/nva/apa/d/woodbridge-lease-today-dishwasher-in/7049792153.html,"washington, DC",1905,apartment,1091,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00e0e_iST2QyEeHZM_600x450.jpg,"VIEW OUR WEBSITE:  https://www.theflatsatneabsco.com/floorplans  With so many options at The Flasts at Neabsco...you almost never have to leave!   This spacious two bedroom apartment home has modern amenities and state of the art appliances!   The Flats at Neabsco, managed by Gates Hudson 2701 Neabsco Common Place Woodbridge, VA 22191  show contact info   Apartment Features * Extra Storage * Air Conditioning * Central Heat and Air * Ceiling Fan * Full sized Washer and Dryer in unit * Dishwasher * High Definition Digital Cable Packages Available * Vertical Blinds * Energy Star Appliances * Refrigerator, Microwave, Dishwasher & Electric Stove * Private Balcony * Garden Tub * Electric Stove * Granite Countertops * Pre-wired for internet and cable * Private Patio or Private Balcony (on select apartments) * Walk-in Closet * Roommate Friendly Floor Plan    [#7006997]",38.6243,-77.2911,dc
31859,https://washingtondc.craigslist.org/mld/apa/d/southern-md-facility-lease-today-free/7049792059.html,"washington, DC",1440,apartment,985,2,1.5,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00U0U_9D2gVpB2JJF_600x450.jpg,"Foxfire, managed by Panco Management 8737 Contee Road Laurel, MD 20708  show contact info   At Foxfire Apartments, we do not believe that you should have to sacrifice quality for cost. Priding ourselves on the many services we provide to our residents, you will join a community filled with comfort and care.  This two bedroom apartment has one full bathroom and a half bath in the master bedroom. Balcony area and large living room.   VIEW OUR WEBSITE:  https://foxfireapts.net  Apartment Features * Central Heat and Air * Vertical Blinds * Private Patio or Private Balcony (on select apartments) * Pre-wired for internet and cable * Walk-in Closet * Disposal * Window Coverings * Stainless Steel Appliances * Linen Closet    [#7006646]",39.0708,-76.8535,dc
31860,https://washingtondc.craigslist.org/nva/apa/d/alexandria-newly-renovated-community/7049774955.html,"washington, DC",1789,apartment,782,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00O0O_3hDbOUz5Tcv_600x450.jpg,"Are you looking for luxury apartments in Alexandria, VA? Park Vue of Alexandria offers studio, one bedroom, and two bedroom apartments with an ideal location and a high-end amenity package. Our homes are spacious and designed to have large living areas, which are perfect for entertaining. Residents of our apartments for rent in Alexandria, VA appreciate our fully-equipped and modern kitchens. Select units of our apartments near Four Mile Run have stunning skyline views and water views of the Potomac River. Enjoy amazing amenities throughout our community at our apartments in Alexandria, VA, including a new fitness center, resident lounge, and much more! Our Four Mile Run apartments make it easy to live an active lifestyle and spend time in the great outdoors. Residents are never far from the best dining, shopping, and entertainment at our apartments near Washington DC. We are close to Jefferson Davis Hwy and I-395, making the morning commute a breeze. A life of ease awaits at our Potomac West apartments in Alexandria.  Amenities: Gas ranges in every apartment home Renovated studios, one and two-bedroom apartment homes available Classic mini- and vertical blinds Gated high-rise community with electronic-access entry Washer and dryer in every apartment home! Spacious well-designed homes offering large living areas Resident lounge with Wi-Fi and printing access Modern upgraded design featuring grey tones throughout with granite counters and stainless steel appliances Award-winning customer service Fitness Center with cardio and free weight equipment  Call:  show contact info   Equal Housing Opportunity",38.8372,-77.064,dc
31861,https://washingtondc.craigslist.org/doc/apa/d/washington-furnished-elegant-dupont/7037661366.html,"washington, DC",2890,apartment,656,1,1.0,1,1,0,0,0,1,laundry in bldg,,https://images.craigslist.org/01212_gooi9wZ4eC1_600x450.jpg,"*Price varies by duration of stay:  12+ month lease: $2,890* / mo 6 to 12 month lease: $2,990* / mo 2 to 6 month lease: $3,390* / mo 1 to 2 month lease: $3,590/ mo  * Prices quoted are applicable only if billed upfront for the entire duration of the contract. Rates are up to 9% higher if billed monthly. Prices are exclusive of any taxes or utilities.  Follow the link to book online! https://www.theblueground.com/furnished-apartments-washington-dc-usa/district-columbia-dupont-circle-106?utm_source=classified-8  Show up and start living from day one in Washington with this bright one-bedroom Blueground apartment. Youll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Dupont Circle home. (ID #WDC106)  Designed With You In Mind  As with any Blueground apartment, youll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing youll always feel comfortably at home. When youre ready for some fun, you can take in the Washington vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  Sleeping Arrangements  Queen Bed, 63in/160cm  Amenities  Building amenities unique to this one-bedroom apartment include an on-site:  -Doorman -24/7 Security -In-Building Laundry -Pet Friendly -Elevator  Arrival And Ongoing Support  The entire apartment is yours to enjoy! Youll either be personally greeted by a Blueground team member or given self check-in instructions.  Throughout your stay, youll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps.  Well share all details upon confirmation of your stay.  Ideally Located  This apartment for rent in Dupont Circle invites you to explore DCs most beautiful neighborhood. Old-World townhouses blend harmoniously with condos and modern apartments, only 13 minutes away from Union Station by car and train. Passing through the inner ring of Dupont Circle is Massachusetts Avenue, known for its grand mansions and embassies. Widely popular for its bohemian and alternative scene, Dupont Circle maintains all the conveniences of urban living and a mix of popular galleries and fine dining. A bicycle will come in hand when exploring this bike- and pedestrian-friendly neighborhood with numerous green spaces for a quiet afternoon.  A Few Things To Note  Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Our pet policy outlines the weight limit and breed restrictions, along with related fees.",38.9111,-77.0365,dc
31862,https://washingtondc.craigslist.org/mld/apa/d/germantown-expansive-sundeck-white/7048479816.html,"washington, DC",1508,apartment,942,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00404_dbVoKk04Wub_600x450.jpg,"Welcome home to Oak Mill Apartments, located in Germantown, MD.  Our community offers an easy commute to area employers via I-270 as well as convenient access to shopping, dining and entertainment options that can be found minutes away at Neelsville Village Center.  -In-Home Washer/Dryer -Breakfast Bars -Public Transportation -Digital Thermostat -Modern Playground with Jungle Gym & Park Equipment -Resident Lounge with WiFi Cafe -Online Rental Payments -Bark Park w/ Agility Equipment -Spanish Speaking Staff -Window Coverings -Black Kitchen Appliances -Woooded Views  Call:  show contact info   For more information, visit us at: http://www.liveoakmill.com/  Pricing and availability subject to change. Equal housing opportunity.",39.188,-77.2358,dc
31863,https://washingtondc.craigslist.org/nva/apa/d/arlington-professionally-managed-find/7049791721.html,"washington, DC",1971,apartment,760,1,1.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00909_4aVZt7A3w8f_600x450.jpg,"Rosslyn Vue features residences with spacious interiors and updated interior appointments that busy professionals expect. Lease today!  This one bedroom features a great kitchen island area, large bathroom and extra large bedroom.   Rosslyn Vue, managed by Gates Hudson 1820 N. Quinn Arlington, VA 22209  show contact info   VIEW OUR WEBSITE:  https://www.rosslynvue.com/floorplans.aspx  Monday 8:30am - 5:30pm Tuesday 8:30am - 7:00pm Wednesday 8:30am - 5:30pm Thursday 8:30am - 7:00pm Friday 8:30am - 5:30pm Saturday 8:30am - 5:30pm Sunday 11:00am - 5:00pm    Community Features * Credit Cards Accepted * Garage Parking * Liability Insurance is Required * Easy Access to Public Transportation * Easy Freeway Access * Professionally Managed * Minutes from Restaurants, Shopping, and Much More * Swimming Pool * Elevator * Bike Racks * Biking Trails * Extra Storage * Cardio Room * Fitness Studio * Controlled Access * Short or Long Term Lease Available * After-Hours Emergency Maintenance * Outdoor Grill Area * Long Term Lease Available  [#7007276]",38.8966,-77.0792,dc
31864,https://washingtondc.craigslist.org/mld/apa/d/rockville-modern-amenities-laundry-in/7049791427.html,"washington, DC",2020,apartment,1122,2,2.0,1,1,0,0,0,0,w/d in unit,,https://images.craigslist.org/00Z0Z_4db0V6nyqe6_600x450.jpg,"The Alaire has all the features your looking for in a great location close to public transportation making getting where you need and want to go a breeze! Visit us for more details.  This two story two bedroom two bathroom apartment features a fully equipped kitchen with breakfast bar, entry closet, washer/dryer, walk-in closet, and a private patio/balcony on the first level.  The second level features a loft with a closet for extra storage!    VIEW OUR WEBSITE:  https://thealaire.com/?utm_source=BakeExtraCookies&utm_medium=CraigslistPost  The Alaire, managed by JBG SMITH 5720 Fishers Lane Rockville, MD 20852  show contact info     [#7007453]",39.0625,-77.1171,dc
31865,https://washingtondc.craigslist.org/mld/apa/d/montgomery-village-separate-dining-room/7048390731.html,"washington, DC",1153,apartment,794,1,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00505_irqWgkwGVlg_600x450.jpg,"Love your lifestyle with the comfort, convenience, and value at Cider Mill Apartments, where you will find both classic and newly-renovated apartment homes on over 40 acres of well-landscaped grounds. We are conveniently located in Gaithersburg, MD, with three Ride on Bus stops throughout the community, easy access to I-270, and the Shady Grove Metro Red Line just five miles away. Our community is just minutes from both Lake Whetstone and across the street from Lakeforest Mall.  A fixture in Gaithersburg for many years, Cider Mill Apartments offers 13 different floor plans to choose from, all of which come with fully-equipped kitchens and optional stainless steel appliances, plus the choice of a private balcony or patio and den. Relax at our large swimming pool and take advantage of our new fitness center, playground, and car wash area, plus a friendly, professional on-site management team. We are pet friendly, welcoming your four-legged furry friends to be a part of our community!  Let Cider Mill Apartments Be Your New Home!  -Playground -Lots of outdoor space to run and play -Large swimming pool -2 Soccer Fields -Spacious closets -Patio or balcony available -Eat-in kitchens -NEW laundry centers in all courtyards -Dishwasher & garbage disposal -New fitness center -NEW energy efficent heating & cooling system in each home -Dens available  Call:",39.1757,-77.1873,dc
31866,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-cable-ready-laundry/7049791387.html,"washington, DC",1230,apartment,705,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00F0F_aDrAQiwr1l9_600x450.jpg,"*****Students & Teachers's Discounts*******  Enjoy Your New Home! Welcome Home! Call Now:  show contact info Belcrest Plaza Apartments 3507 Toledo Terrace, Hyattsville, MD, 20782Interested in more information? See link below:http://rent.belcrest-plazaapts.com/i16286 This is a 1 Bath, approximately 705 Sq. Ft.  Belcrest Plaza combines a beautiful wooded setting with the convenience of Metrorail and the Mall at Prince Georges directly across the street. Belcrest Plaza is located just minutes from downtown D.C. and the University of Maryland with bus service for both. We are also convenient to the Beltway and B/W Parkway. Make this award winning community your new home today. Features - Balcony  - Some Paid Utilities  - Cable Ready  - Ceiling Fan  - Dishwasher  - Gas  - Air Conditioning  - Range Community Amenities - Emergency Maintenance  - Playground  - Public Transportation  - Laundry Facility  - High Speed Internet Access  - Pet Friendly Pet Policy Pets Allowed Under 25lbs. Driving Directions From the Beltway: Take exit #25B south (Route 1). Go right onto the East-West Highway (Route 410). Then turn right onto Toledo Terrace to the Belcrest Plaza Rental office on the right. From DC: Take 16th Street and turn right on Route 410 (East-West Highway). Turn left at Toledo Terrace and continue to Belcrest Plaza.From Balt/Wash Parkway (I-295): Exit East-West Highway (west towards Hyattsville). Make a right on Toledo Terrace to the Belcrest Plaza Rental office on the left. Office Hours Monday-Friday:9:00AM-6:00PMSaturday:9:00AM-5:00PM Equal Housing Opportunity 3EzI7WyWj20p",38.9647,-76.9649,dc
31867,https://washingtondc.craigslist.org/nva/apa/d/arlington-childrens-recreation-area/7049791132.html,"washington, DC",1576,apartment,435,0,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/01515_e64u9ttBaXx_600x450.jpg,"=-Fire Pit -Package Services -outdoor Grilling and Picnic Area -spacious Closets -Beautiful Hardwood flooring -Controlled Access Community -walking/Jogging Trail -Close proximity to Metro and City Transit -Pet Friendly with Leashfree Bark Park -Sparkling swimming pool -spacious studio, One and two bedroom Units -Tiled kitchen flooring  call:  show contact info   Pricing and Specials subject to change daily and restrictions may apply. please contact leasing agent for details.",38.859,-77.0997,dc
31868,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-off-street-parking/7049749335.html,"washington, DC",1165,apartment,685,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00404_cNqX9puN4ob_600x450.jpg,"Bedford Station & Victoria Station ApartmentsThe comfortable feeling begins before you ever set foot in one of our apartments for rent in Hyattsville, Maryland. To begin with, thereâs ample free parking for you and your guests. As you look around, you realize that our community is close to shopping, dining, entertainment, major highways and walking distance to a future Metro station â everything you care about. Step inside and your comfort is complete. The one- and two-bedroom apartments are spacious and filled with light streaming through large windows. The eat-in kitchens feature upgraded cabinets and gas ranges. Then thereâs the courteous, attentive service that ROSS Management Services is famous for. All things considered, this must be your lucky day. You started out looking for an apartment in Hyattsville, MD, and ended up finding a home â at Bedford Station Apartments/Victoria Station Apartments.-Eat-in kitchens with upgraded cabinetry and energy-efficient appliances, including gas ranges-Spacious one- and two-bedroom apartments-Hardwood floors or wall-to-wall carpet-Short-term leases available-Cable-ready with high-speed Internet access-Onsite maintenance-Oversized closets-Convenient laundry facilities-Playground-Off-street parking-Onsite management-Ceramic-tile bathsCall:  show contact info Managed ROSS CompaniesEqual Housing OpportunityPricing may include current specials and is subject to change without notice.",39.0005,-76.9723,dc
